entry_dt,exit_dt,direction,entry_price,exit_price,sl,tp,pnl_usd,result,capital,pips,spread_pips,slippage_pips,commission_usd,type
2021-11-02 12:00:00,2021-11-08 12:00:00,SHORT,1.1598700000000002,1.1578373599005138,1.159398211207959,1.150434224159178,0.62,BREAKEVEN,146.3289,20.3,1.5,0.2,0.0,SL
2021-11-10 12:00:00,2021-11-10 12:00:00,SHORT,1.1577300000000001,1.1577300000000001,0.0,0.0,-0.001,COST,146.3279,0.0,1.5,0.2,0.0,COST
2021-11-10 12:00:00,2021-11-10 16:00:00,SHORT,1.1577300000000001,1.1535452236265256,1.160883582280106,1.1535252236265257,1.4437,WIN_PARTIAL,147.7716,41.8,1.5,0.2,0.0,TP1
2021-11-10 12:00:00,2021-11-10 20:00:00,SHORT,1.1577300000000001,1.1493404472530513,1.1573095223626526,1.1493204472530514,2.8944,WIN,150.666,83.9,1.5,0.2,0.0,TP2
2021-12-01 16:00:00,2021-12-01 16:00:00,LONG,1.1337499999999998,1.1337499999999998,0.0,0.0,-0.0006,COST,150.6655,0.0,1.5,0.2,0.0,COST
2021-12-01 16:00:00,2021-12-03 16:00:00,LONG,1.1337499999999998,1.1277480214665987,1.1277680214665986,1.1497019427557365,-2.2207,LOSS,148.4448,-60.0,1.5,0.2,0.0,SL
2021-12-07 12:00:00,2021-12-07 12:00:00,SHORT,1.1274300000000002,1.1274300000000002,0.0,0.0,-0.0009,COST,148.4439,0.0,1.5,0.2,0.0,COST
2021-12-07 12:00:00,2021-12-08 12:00:00,SHORT,1.1274300000000002,1.131304909737271,1.131284909737271,1.1171502407006113,-2.2087,LOSS,146.2352,-38.7,1.5,0.2,0.0,SL
2021-12-14 00:00:00,2021-12-14 00:00:00,SHORT,1.12805,1.12805,0.0,0.0,-0.0009,COST,146.2343,0.0,1.5,0.2,0.0,COST
2021-12-14 00:00:00,2021-12-14 12:00:00,SHORT,1.12805,1.1319015000645676,1.1318815000645677,1.117832666494486,-2.1954,LOSS,144.039,-38.5,1.5,0.2,0.0,SL
2021-12-14 20:00:00,2021-12-14 20:00:00,SHORT,1.12717,1.12717,0.0,0.0,-0.0008,COST,144.0382,0.0,1.5,0.2,0.0,COST
2021-12-14 20:00:00,2021-12-16 08:00:00,SHORT,1.12717,1.1311908563403765,1.1311708563403766,1.1165010497589953,-2.1713,LOSS,141.8669,-40.2,1.5,0.2,0.0,SL
2021-12-17 00:00:00,2021-12-17 00:00:00,LONG,1.1329799999999999,1.1329799999999999,0.0,0.0,-0.0006,COST,141.8663,0.0,1.5,0.2,0.0,COST
2021-12-17 00:00:00,2021-12-17 16:00:00,LONG,1.1329799999999999,1.1277991898575792,1.1278191898575791,1.1467421603797885,-2.1241,LOSS,139.7422,-51.8,1.5,0.2,0.0,SL
2021-12-29 20:00:00,2021-12-29 20:00:00,LONG,1.1337599999999999,1.1337599999999999,0.0,0.0,-0.0008,COST,139.7414,0.0,1.5,0.2,0.0,COST
2021-12-29 20:00:00,2022-01-03 16:00:00,LONG,1.1337599999999999,1.1296659163365605,1.1296859163365605,1.1446242231025048,-2.088,LOSS,137.6534,-40.9,1.5,0.2,0.0,SL
2022-01-05 00:00:00,2022-01-05 00:00:00,SHORT,1.1285,1.1285,0.0,0.0,-0.0007,COST,137.6527,0.0,1.5,0.2,0.0,COST
2022-01-05 00:00:00,2022-01-05 12:00:00,SHORT,1.1285,1.1327039720704808,1.1326839720704809,1.1173427411453842,-2.0599,LOSS,135.5927,-42.0,1.5,0.2,0.0,SL
2022-01-06 12:00:00,2022-01-06 12:00:00,SHORT,1.1305100000000001,1.1305100000000001,0.0,0.0,-0.0009,COST,135.5919,0.0,1.5,0.2,0.0,COST
2022-01-06 12:00:00,2022-01-07 16:00:00,SHORT,1.1305100000000001,1.1340453965292359,1.134025396529236,1.121135609255371,-2.0152,LOSS,133.5767,-35.4,1.5,0.2,0.0,SL
2022-01-11 20:00:00,2022-01-11 20:00:00,LONG,1.13544,1.13544,0.0,0.0,-0.0007,COST,133.576,0.0,1.5,0.2,0.0,COST
2022-01-11 20:00:00,2022-01-12 12:00:00,LONG,1.13544,1.1408841233485463,1.1313419074885904,1.1409041233485462,1.3066,WIN_PARTIAL,134.8826,54.4,1.5,0.2,0.0,TP1
2022-01-11 20:00:00,2022-01-13 08:00:00,LONG,1.13544,1.1463482466970922,1.1359864123348546,1.1463682466970921,2.618,WIN,137.5006,109.1,1.5,0.2,0.0,TP2
2022-01-25 00:00:00,2022-01-25 00:00:00,SHORT,1.1322400000000001,1.1322400000000001,0.0,0.0,-0.0009,COST,137.4997,0.0,1.5,0.2,0.0,COST
2022-01-25 00:00:00,2022-01-25 12:00:00,SHORT,1.1322400000000001,1.1274825128543036,1.1358231153592724,1.1274625128543037,1.3559,WIN_PARTIAL,138.8556,47.6,1.5,0.2,0.0,TP1
2022-01-25 00:00:00,2022-01-26 20:00:00,SHORT,1.1322400000000001,1.1300418589321204,1.1317622512854304,1.1226850257086074,0.6265,BREAKEVEN,139.4821,22.0,1.5,0.2,0.0,SL
2022-02-16 00:00:00,2022-02-16 00:00:00,SHORT,1.1356600000000001,1.1356600000000001,0.0,0.0,-0.0007,COST,139.4814,0.0,1.5,0.2,0.0,COST
2022-02-16 00:00:00,2022-02-22 04:00:00,SHORT,1.1356600000000001,1.1295646887644382,1.1402464834266715,1.1295446887644383,1.3714,WIN_PARTIAL,140.8528,61.0,1.5,0.2,0.0,TP1
2022-02-16 00:00:00,2022-02-22 12:00:00,SHORT,1.1356600000000001,1.1350684688764439,1.135048468876444,1.1234293775288764,0.1331,BREAKEVEN,140.9859,5.9,1.5,0.2,0.0,SL
2022-02-23 20:00:00,2022-02-23 20:00:00,SHORT,1.13121,1.13121,0.0,0.0,-0.0007,COST,140.9852,0.0,1.5,0.2,0.0,COST
2022-02-23 20:00:00,2022-02-24 04:00:00,SHORT,1.13121,1.1251192640174341,1.1357930519869244,1.1250992640174342,1.4009,WIN_PARTIAL,142.3861,60.9,1.5,0.2,0.0,TP1
2022-02-23 20:00:00,2022-02-24 12:00:00,SHORT,1.13121,1.1190085280348683,1.1305989264017435,1.1189885280348684,2.8063,WIN,145.1924,122.0,1.5,0.2,0.0,TP2
2022-03-21 12:00:00,2022-03-21 12:00:00,LONG,1.1057299999999999,1.1057299999999999,0.0,0.0,-0.0006,COST,145.1918,0.0,1.5,0.2,0.0,COST
2022-03-21 12:00:00,2022-03-22 00:00:00,LONG,1.1057299999999999,1.1005113055348528,1.1005313055348527,1.1195931852403922,-2.1397,LOSS,143.0522,-52.2,1.5,0.2,0.0,SL
2022-03-25 12:00:00,2022-03-25 12:00:00,SHORT,1.10051,1.10051,0.0,0.0,-0.0007,COST,143.0514,0.0,1.5,0.2,0.0,COST
2022-03-25 12:00:00,2022-03-28 08:00:00,SHORT,1.10051,1.0947098679080125,1.1048750990689906,1.0946898679080126,1.421,WIN_PARTIAL,144.4725,58.0,1.5,0.2,0.0,TP1
2022-03-25 12:00:00,2022-03-28 16:00:00,SHORT,1.10051,1.0999479867908013,1.0999279867908014,1.088869735816025,0.1377,BREAKEVEN,144.6102,5.6,1.5,0.2,0.0,SL
2022-03-29 00:00:00,2022-03-29 00:00:00,SHORT,1.0983200000000002,1.0983200000000002,0.0,0.0,-0.0006,COST,144.6095,0.0,1.5,0.2,0.0,COST
2022-03-29 00:00:00,2022-03-29 12:00:00,SHORT,1.0983200000000002,1.1034044777780796,1.1033844777780797,1.0848147259251213,-2.1355,LOSS,142.474,-50.8,1.5,0.2,0.0,SL
2022-04-22 12:00:00,2022-04-22 12:00:00,SHORT,1.07976,1.07976,0.0,0.0,-0.0006,COST,142.4735,0.0,1.5,0.2,0.0,COST
2022-04-22 12:00:00,2022-04-25 08:00:00,SHORT,1.07976,1.072107903709499,1.0855140722178758,1.072087903709499,1.4156,WIN_PARTIAL,143.8891,76.5,1.5,0.2,0.0,TP1
2022-04-22 12:00:00,2022-04-26 16:00:00,SHORT,1.07976,1.064435807418998,1.07899279037095,1.064415807418998,2.835,WIN,146.7241,153.2,1.5,0.2,0.0,TP2
2022-05-09 00:00:00,2022-05-09 00:00:00,SHORT,1.0538500000000002,1.0538500000000002,0.0,0.0,-0.0004,COST,146.7237,0.0,1.5,0.2,0.0,COST
2022-05-09 00:00:00,2022-05-12 08:00:00,SHORT,1.0538500000000002,1.044373649628856,1.0609722627783582,1.0443536496288561,1.4215,WIN_PARTIAL,148.1451,94.8,1.5,0.2,0.0,TP1
2022-05-09 00:00:00,2022-05-17 08:00:00,SHORT,1.0538500000000002,1.04783043796393,1.0529003649628859,1.034857299257712,0.9029,BREAKEVEN,149.048,60.2,1.5,0.2,0.0,SL
2022-05-18 16:00:00,2022-05-18 16:00:00,LONG,1.05213,1.05213,0.0,0.0,-0.0006,COST,149.0474,0.0,1.5,0.2,0.0,COST
2022-05-18 16:00:00,2022-05-18 20:00:00,LONG,1.05213,1.046830711711208,1.0468507117112078,1.0662081021034457,-2.2257,LOSS,146.8217,-53.0,1.5,0.2,0.0,SL
2022-05-19 12:00:00,2022-05-19 12:00:00,SHORT,1.04949,1.04949,0.0,0.0,-0.0006,COST,146.8211,0.0,1.5,0.2,0.0,COST
2022-05-19 12:00:00,2022-05-19 16:00:00,SHORT,1.04949,1.0551155880119973,1.0550955880119974,1.0345417653013405,-2.194,LOSS,144.6271,-56.3,1.5,0.2,0.0,SL
2022-05-23 00:00:00,2022-05-23 00:00:00,LONG,1.0560299999999998,1.0560299999999998,0.0,0.0,-0.0006,COST,144.6265,0.0,1.5,0.2,0.0,COST
2022-05-23 00:00:00,2022-05-23 08:00:00,LONG,1.0560299999999998,1.0632009083771723,1.0506368187171204,1.0632209083771722,1.4342,WIN_PARTIAL,146.0607,71.7,1.5,0.2,0.0,TP1
2022-05-23 00:00:00,2022-05-24 08:00:00,LONG,1.0560299999999998,1.0703918167543447,1.056749090837717,1.0704118167543446,2.8724,WIN,148.9331,143.6,1.5,0.2,0.0,TP2
2022-06-02 16:00:00,2022-06-02 16:00:00,LONG,1.07035,1.07035,0.0,0.0,-0.0006,COST,148.9324,0.0,1.5,0.2,0.0,COST
2022-06-02 16:00:00,2022-06-09 12:00:00,LONG,1.07035,1.0771846733767871,1.0652089949674095,1.077204673376787,1.4695,WIN_PARTIAL,150.4019,68.3,1.5,0.2,0.0,TP1
2022-06-02 16:00:00,2022-06-09 16:00:00,LONG,1.07035,1.0710154673376788,1.0710354673376787,1.0840593467535744,0.1431,BREAKEVEN,150.545,6.7,1.5,0.2,0.0,SL
2022-06-17 20:00:00,2022-06-17 20:00:00,SHORT,1.04674,1.04674,0.0,0.0,-0.0004,COST,150.5446,0.0,1.5,0.2,0.0,COST
2022-06-17 20:00:00,2022-06-21 08:00:00,SHORT,1.04674,1.0548514595539815,1.0548314595539816,1.0251627745227154,-2.1901,LOSS,148.3545,-81.1,1.5,0.2,0.0,SL
2022-07-22 00:00:00,2022-07-22 00:00:00,LONG,1.02284,1.02284,0.0,0.0,-0.0003,COST,148.3541,0.0,1.5,0.2,0.0,COST
2022-07-22 00:00:00,2022-07-22 08:00:00,LONG,1.02284,1.0133848922766693,1.0134048922766692,1.0480002872622154,-2.1747,LOSS,146.1795,-94.6,1.5,0.2,0.0,SL
2022-07-22 20:00:00,2022-07-22 20:00:00,LONG,1.0232299999999999,1.0232299999999999,0.0,0.0,-0.0004,COST,146.1791,0.0,1.5,0.2,0.0,COST
2022-07-22 20:00:00,2022-07-26 12:00:00,LONG,1.0232299999999999,1.0142243136896545,1.0142443136896544,1.0471918301609213,-2.1614,LOSS,144.0177,-90.1,1.5,0.2,0.0,SL
2022-07-27 12:00:00,2022-07-27 12:00:00,SHORT,1.01417,1.01417,0.0,0.0,-0.0006,COST,144.0172,0.0,1.5,0.2,0.0,COST
2022-07-27 12:00:00,2022-07-27 20:00:00,SHORT,1.01417,1.0197624726199834,1.0197424726199835,0.9993100730133775,-2.1251,LOSS,141.892,-55.9,1.5,0.2,0.0,SL
2022-07-28 20:00:00,2022-07-28 20:00:00,SHORT,1.0157800000000001,1.0157800000000001,0.0,0.0,-0.0004,COST,141.8916,0.0,1.5,0.2,0.0,COST
2022-07-28 20:00:00,2022-07-29 08:00:00,SHORT,1.0157800000000001,1.02377991236495,1.0237599123649501,0.9945002336934669,-2.08,LOSS,139.8117,-80.0,1.5,0.2,0.0,SL
2022-07-29 12:00:00,2022-07-29 12:00:00,LONG,1.0221799999999999,1.0221799999999999,0.0,0.0,-0.0004,COST,139.8112,0.0,1.5,0.2,0.0,COST
2022-07-29 12:00:00,2022-07-29 16:00:00,LONG,1.0221799999999999,1.0152391830705119,1.0152591830705118,1.0406355118119681,-2.0822,LOSS,137.729,-69.4,1.5,0.2,0.0,SL
2022-08-04 16:00:00,2022-08-04 16:00:00,SHORT,1.01879,1.01879,0.0,0.0,-0.0006,COST,137.7284,0.0,1.5,0.2,0.0,COST
2022-08-04 16:00:00,2022-08-04 20:00:00,SHORT,1.01879,1.0240220068601604,1.0240020068601605,1.0048913150395722,-2.0405,LOSS,135.6879,-52.3,1.5,0.2,0.0,SL
2022-08-10 12:00:00,2022-08-10 12:00:00,LONG,1.02226,1.02226,0.0,0.0,-0.0008,COST,135.6871,0.0,1.5,0.2,0.0,COST
2022-08-10 12:00:00,2022-08-10 16:00:00,LONG,1.02226,1.0271190487774886,1.0186007134168835,1.0271390487774885,1.3362,WIN_PARTIAL,137.0233,48.6,1.5,0.2,0.0,TP1
2022-08-10 12:00:00,2022-08-10 20:00:00,LONG,1.02226,1.0319980975549774,1.0227479048777488,1.0320180975549773,2.678,WIN,139.7013,97.4,1.5,0.2,0.0,TP2
2022-08-31 12:00:00,2022-08-31 12:00:00,SHORT,0.99792,0.99792,0.0,0.0,-0.0005,COST,139.7008,0.0,1.5,0.2,0.0,COST
2022-08-31 12:00:00,2022-08-31 16:00:00,SHORT,0.99792,1.0042723492303516,1.0042523492303517,0.9810337353857288,-2.0963,LOSS,137.6045,-63.5,1.5,0.2,0.0,SL
2022-09-05 00:00:00,2022-09-05 00:00:00,SHORT,0.9928,0.9928,0.0,0.0,-0.0005,COST,137.604,0.0,1.5,0.2,0.0,COST
2022-09-05 00:00:00,2022-09-07 20:00:00,SHORT,0.9928,0.9992424419593533,0.9992224419593533,0.9756734881083913,-2.0616,LOSS,135.5425,-64.4,1.5,0.2,0.0,SL
2022-09-15 00:00:00,2022-09-15 00:00:00,SHORT,0.99779,0.99779,0.0,0.0,-0.0004,COST,135.542,0.0,1.5,0.2,0.0,COST
2022-09-15 00:00:00,2022-09-20 00:00:00,SHORT,0.99779,1.0044380076820814,1.0044180076820814,0.9801153128477826,-1.9944,LOSS,133.5476,-66.5,1.5,0.2,0.0,SL
2022-09-21 00:00:00,2022-09-21 00:00:00,SHORT,0.99695,0.99695,0.0,0.0,-0.0006,COST,133.547,0.0,1.5,0.2,0.0,COST
2022-09-21 00:00:00,2022-09-21 08:00:00,SHORT,0.99695,0.9898022496734228,1.002325812744933,0.9897822496734228,1.3223,WIN_PARTIAL,134.8694,71.5,1.5,0.2,0.0,TP1
2022-09-21 00:00:00,2022-09-21 20:00:00,SHORT,0.99695,0.9826344993468455,0.9962332249673422,0.9826144993468455,2.6484,WIN,137.5177,143.2,1.5,0.2,0.0,TP2
2022-10-03 12:00:00,2022-10-03 12:00:00,LONG,0.9811,0.9811,0.0,0.0,-0.0004,COST,137.5174,0.0,1.5,0.2,0.0,COST
2022-10-03 12:00:00,2022-10-04 12:00:00,LONG,0.9811,0.992064779576743,0.9728614153174426,0.992084779576743,1.3706,WIN_PARTIAL,138.888,109.6,1.5,0.2,0.0,TP1
2022-10-03 12:00:00,2022-10-05 16:00:00,LONG,0.9811,0.9846690255290711,0.9821984779576742,1.0030695591534862,0.4461,BREAKEVEN,139.3341,35.7,1.5,0.2,0.0,SL
2022-10-20 16:00:00,2022-10-20 16:00:00,LONG,0.9803000000000001,0.9803000000000001,0.0,0.0,-0.0006,COST,139.3335,0.0,1.5,0.2,0.0,COST
2022-10-20 16:00:00,2022-10-21 12:00:00,LONG,0.9803000000000001,0.9746986571731431,0.9747186571731431,0.9951835808716187,-2.0725,LOSS,137.261,-56.0,1.5,0.2,0.0,SL
2022-10-24 16:00:00,2022-10-24 16:00:00,LONG,0.98438,0.98438,0.0,0.0,-0.0004,COST,137.2606,0.0,1.5,0.2,0.0,COST
2022-10-24 16:00:00,2022-10-25 16:00:00,LONG,0.98438,0.9941299403728155,0.9770525447203884,0.9941499403728156,1.365,WIN_PARTIAL,138.6256,97.5,1.5,0.2,0.0,TP1
2022-10-24 16:00:00,2022-10-26 08:00:00,LONG,0.98438,1.0038998807456312,0.9853569940372816,1.003919880745631,2.7328,WIN,141.3584,195.2,1.5,0.2,0.0,TP2
2022-11-01 12:00:00,2022-11-01 12:00:00,LONG,0.99342,0.99342,0.0,0.0,-0.0006,COST,141.3578,0.0,1.5,0.2,0.0,COST
2022-11-01 12:00:00,2022-11-01 16:00:00,LONG,0.99342,0.9879417931723719,0.9879617931723719,1.0079752182070083,-2.0817,LOSS,139.2761,-54.8,1.5,0.2,0.0,SL
2022-11-02 16:00:00,2022-11-02 16:00:00,SHORT,0.98941,0.98941,0.0,0.0,-0.0006,COST,139.2755,0.0,1.5,0.2,0.0,COST
2022-11-02 16:00:00,2022-11-02 20:00:00,SHORT,0.98941,0.9944968940339559,0.9944768940339559,0.9758982825761175,-2.0856,LOSS,137.1899,-50.9,1.5,0.2,0.0,SL
2022-11-22 20:00:00,2022-11-22 20:00:00,LONG,1.02961,1.02961,0.0,0.0,-0.0006,COST,137.1893,0.0,1.5,0.2,0.0,COST
2022-11-22 20:00:00,2022-11-23 16:00:00,LONG,1.02961,1.0368039852630824,1.0241995110526882,1.0368239852630823,1.3669,WIN_PARTIAL,138.5562,71.9,1.5,0.2,0.0,TP1
2022-11-22 20:00:00,2022-11-24 04:00:00,LONG,1.02961,1.0440179705261647,1.030331398526308,1.0440379705261646,2.7375,WIN,141.2937,144.1,1.5,0.2,0.0,TP2
2022-11-30 16:00:00,2022-11-30 16:00:00,LONG,1.03592,1.03592,0.0,0.0,-0.0005,COST,141.2932,0.0,1.5,0.2,0.0,COST
2022-11-30 16:00:00,2022-12-01 00:00:00,LONG,1.03592,1.044544926207192,1.029436305344606,1.0445649262071919,1.38,WIN_PARTIAL,142.6732,86.2,1.5,0.2,0.0,TP1
2022-11-30 16:00:00,2022-12-01 16:00:00,LONG,1.03592,1.053189852414384,1.036784492620719,1.0532098524143838,2.7632,WIN,145.4364,172.7,1.5,0.2,0.0,TP2
2022-12-16 00:00:00,2022-12-16 00:00:00,LONG,1.0623799999999999,1.0623799999999999,0.0,0.0,-0.0004,COST,145.436,0.0,1.5,0.2,0.0,COST
2022-12-16 00:00:00,2023-01-03 08:00:00,LONG,1.0623799999999999,1.0540780822154905,1.0540980822154904,1.084465114092025,-2.1585,LOSS,143.2775,-83.0,1.5,0.2,0.0,SL
2023-01-04 20:00:00,2023-01-04 20:00:00,SHORT,1.06072,1.06072,0.0,0.0,-0.0005,COST,143.277,0.0,1.5,0.2,0.0,COST
2023-01-04 20:00:00,2023-01-05 16:00:00,SHORT,1.06072,1.0523181921908162,1.067036355856888,1.0522981921908163,1.4283,WIN_PARTIAL,144.7053,84.0,1.5,0.2,0.0,TP1
2023-01-04 20:00:00,2023-01-06 16:00:00,SHORT,1.06072,1.0598978192190815,1.0598778192190816,1.0438763843816323,0.1398,BREAKEVEN,144.845,8.2,1.5,0.2,0.0,SL
2023-01-19 12:00:00,2023-01-19 12:00:00,LONG,1.08252,1.08252,0.0,0.0,-0.0005,COST,144.8445,0.0,1.5,0.2,0.0,COST
2023-01-19 12:00:00,2023-01-23 08:00:00,LONG,1.08252,1.0907426573026622,1.0763380070230033,1.090762657302662,1.439,WIN_PARTIAL,146.2835,82.2,1.5,0.2,0.0,TP1
2023-01-19 12:00:00,2023-01-31 04:00:00,LONG,1.08252,1.0833242657302662,1.083344265730266,1.0990053146053245,0.1407,BREAKEVEN,146.4242,8.0,1.5,0.2,0.0,SL
2023-02-01 12:00:00,2023-02-01 12:00:00,LONG,1.0882699999999998,1.0882699999999998,0.0,0.0,-0.0008,COST,146.4234,0.0,1.5,0.2,0.0,COST
2023-02-01 12:00:00,2023-02-01 20:00:00,LONG,1.0882699999999998,1.093457258022303,1.0843645564832725,1.093477258022303,1.4524,WIN_PARTIAL,147.8758,51.9,1.5,0.2,0.0,TP1
2023-02-01 12:00:00,2023-02-02 00:00:00,LONG,1.0882699999999998,1.0986645160446062,1.0887907258022302,1.0986845160446062,2.9105,WIN,150.7863,103.9,1.5,0.2,0.0,TP2
2023-03-16 16:00:00,2023-03-16 16:00:00,SHORT,1.06071,1.06071,0.0,0.0,-0.0004,COST,150.7858,0.0,1.5,0.2,0.0,COST
2023-03-16 16:00:00,2023-03-17 20:00:00,SHORT,1.06071,1.0682101674171258,1.068190167417126,1.0407628868876642,-2.2501,LOSS,148.5358,-75.0,1.5,0.2,0.0,SL
