ts_utc,symbol,action,signal_time,decision,reason,spread_pips,lots,risk_usd,risk_pct,sl,tp1,tp2,backtest_mode,result,pnl_usd,closed,event
2026-07-09T20:07:26+00:00,EURUSD,WAIT,2026-07-09 08:00:00,REJECTED,no frozen-system signal,,0,0,0,,,,pullback|H4|M15_OFF,,,False,demo_signal
