time,open,high,low,close,volume
2026-01-15 14:15:00,1.1633,1.16347,1.16318,1.1634,489
2026-01-15 14:30:00,1.1634,1.1635,1.16316,1.16319,415
2026-01-15 14:45:00,1.16318,1.1632,1.16251,1.16252,629
2026-01-15 15:00:00,1.16236,1.16236,1.16224,1.16231,57
2026-01-15 15:15:00,1.16233,1.16236,1.16175,1.16194,1172
2026-01-15 15:30:00,1.16194,1.16194,1.16031,1.16064,2943
2026-01-15 15:45:00,1.16064,1.16083,1.15987,1.16012,1875
2026-01-15 16:00:00,1.16014,1.1608,1.15967,1.16073,1762
2026-01-15 16:15:00,1.16073,1.16108,1.1605,1.16064,1532
2026-01-15 16:30:00,1.16066,1.16084,1.15929,1.15954,1690
2026-01-15 16:45:00,1.15955,1.16022,1.15941,1.1601,1558
2026-01-15 17:00:00,1.1601,1.16072,1.15997,1.16021,1598
2026-01-15 17:15:00,1.16021,1.16039,1.1597,1.16007,1263
2026-01-15 17:30:00,1.16007,1.16055,1.1598,1.16051,984
2026-01-15 17:45:00,1.16051,1.16094,1.16007,1.16022,1635
2026-01-15 18:00:00,1.16022,1.16054,1.15982,1.16054,1222
2026-01-15 18:15:00,1.16054,1.16108,1.16049,1.16089,939
2026-01-15 18:30:00,1.16089,1.16109,1.16066,1.1608,828
2026-01-15 18:45:00,1.1608,1.161,1.16044,1.16044,863
2026-01-15 19:00:00,1.16045,1.16098,1.16034,1.16089,754
2026-01-15 19:15:00,1.16089,1.16127,1.16064,1.16126,631
2026-01-15 19:30:00,1.16127,1.16137,1.16076,1.16076,638
2026-01-15 19:45:00,1.16076,1.16112,1.16065,1.16089,432
2026-01-15 20:00:00,1.16089,1.16149,1.16089,1.16127,666
2026-01-15 20:15:00,1.16127,1.16131,1.16099,1.16116,442
2026-01-15 20:30:00,1.16116,1.16146,1.16108,1.16144,536
2026-01-15 20:45:00,1.16144,1.16152,1.1613,1.16147,547
2026-01-15 21:00:00,1.16147,1.16151,1.1611,1.16142,519
2026-01-15 21:15:00,1.16142,1.16173,1.16141,1.16162,399
2026-01-15 21:30:00,1.16163,1.16168,1.16132,1.16142,565
2026-01-15 21:45:00,1.16142,1.16146,1.16121,1.16136,415
2026-01-15 22:00:00,1.16136,1.16154,1.16124,1.16132,359
2026-01-15 22:15:00,1.16133,1.16136,1.16058,1.1607,475
2026-01-15 22:30:00,1.1607,1.16072,1.16028,1.16039,469
2026-01-15 22:45:00,1.16038,1.16064,1.16038,1.16042,454
2026-01-15 23:00:00,1.16042,1.16053,1.16031,1.16047,222
2026-01-15 23:15:00,1.16047,1.16084,1.16043,1.16075,165
2026-01-15 23:30:00,1.16075,1.16099,1.16065,1.16078,174
2026-01-15 23:45:00,1.16078,1.16107,1.16073,1.16077,270
2026-01-16 00:00:00,1.16077,1.1608,1.16057,1.16077,110
2026-01-16 00:15:00,1.16077,1.16085,1.1607,1.16077,145
2026-01-16 00:30:00,1.16077,1.16081,1.16073,1.16079,132
2026-01-16 00:45:00,1.16079,1.16085,1.16069,1.16071,296
2026-01-16 01:00:00,1.16077,1.16094,1.16069,1.16083,199
2026-01-16 01:15:00,1.16083,1.16088,1.16077,1.16083,78
2026-01-16 01:30:00,1.16084,1.16086,1.16071,1.16086,132
2026-01-16 01:45:00,1.16085,1.161,1.16074,1.16089,135
2026-01-16 02:00:00,1.16089,1.16094,1.16065,1.16083,213
2026-01-16 02:15:00,1.16083,1.16084,1.16064,1.16069,173
2026-01-16 02:30:00,1.16069,1.1607,1.16054,1.16055,143
2026-01-16 02:45:00,1.16054,1.16056,1.16025,1.16036,637
2026-01-16 03:00:00,1.16037,1.1606,1.16022,1.16058,405
2026-01-16 03:15:00,1.16059,1.16062,1.16041,1.16055,313
2026-01-16 03:30:00,1.16054,1.1607,1.16049,1.16066,251
