time,open,high,low,close,volume
2026-01-06 03:00:00,48960.6,48982.6,48955.6,48972.6,569
2026-01-06 03:15:00,48971.6,48997.6,48966.6,48994.6,626
2026-01-06 03:30:00,48994.1,49007.1,48979.1,48999.1,695
2026-01-06 03:45:00,48998.6,49017.6,48998.1,48998.6,616
2026-01-06 04:00:00,48999.1,49003.6,48989.6,48989.6,413
2026-01-06 04:15:00,48989.6,49003.6,48987.6,49000.6,333
2026-01-06 04:30:00,49001.1,49006.6,48992.6,49002.6,362
2026-01-06 04:45:00,49003.1,49005.6,48995.6,49004.6,230
2026-01-06 05:00:00,49005.1,49005.1,48992.6,48998.6,168
2026-01-06 05:15:00,48998.1,49002.1,48995.1,48998.6,192
2026-01-06 05:30:00,48997.6,49003.6,48996.1,48999.6,239
2026-01-06 05:45:00,48999.6,49001.6,48992.6,49000.6,201
2026-01-06 06:00:00,49001.1,49016.1,49001.1,49009.1,257
2026-01-06 06:15:00,49009.6,49012.6,49001.6,49001.6,187
2026-01-06 06:30:00,49002.1,49006.6,48991.1,48993.6,224
2026-01-06 06:45:00,48994.1,48995.6,48986.1,48992.6,162
2026-01-06 07:00:00,48992.1,48995.6,48986.6,48991.6,268
2026-01-06 07:15:00,48991.1,48997.1,48990.6,48994.6,188
2026-01-06 07:30:00,48993.6,48997.6,48985.6,48985.6,200
2026-01-06 07:45:00,48985.6,48993.6,48972.1,48976.6,308
2026-01-06 08:00:00,48976.6,48987.6,48961.1,48978.6,367
2026-01-06 08:15:00,48978.6,48990.6,48977.6,48988.6,273
2026-01-06 08:30:00,48988.1,49015.6,48985.6,49014.6,400
2026-01-06 08:45:00,49014.6,49017.6,48995.6,49001.6,185
2026-01-06 09:00:00,49001.6,49003.1,48984.6,48989.6,289
2026-01-06 09:15:00,48988.6,48988.6,48977.1,48983.6,191
2026-01-06 09:30:00,48983.1,48990.6,48976.6,48980.6,161
2026-01-06 09:45:00,48980.6,48980.6,48970.6,48980.6,301
2026-01-06 10:00:00,48979.6,48979.6,48911.1,48913.6,1318
2026-01-06 10:15:00,48914.1,48920.6,48881.1,48881.6,1647
2026-01-06 10:30:00,48880.6,48885.6,48852.1,48858.6,1305
2026-01-06 10:45:00,48859.1,48879.6,48848.6,48869.6,804
2026-01-06 11:00:00,48871.1,48900.6,48846.1,48892.1,1205
2026-01-06 11:15:00,48891.6,48905.6,48882.6,48889.6,826
2026-01-06 11:30:00,48889.1,48892.6,48870.6,48891.6,633
2026-01-06 11:45:00,48891.1,48891.1,48849.1,48849.6,1085
2026-01-06 12:00:00,48849.6,48882.6,48843.6,48874.6,748
2026-01-06 12:15:00,48873.6,48890.6,48869.1,48886.6,539
2026-01-06 12:30:00,48885.6,48900.6,48884.1,48896.6,424
2026-01-06 12:45:00,48895.6,48900.6,48877.6,48879.6,413
2026-01-06 13:00:00,48879.6,48894.1,48873.6,48887.6,369
2026-01-06 13:15:00,48888.1,48907.6,48882.1,48894.6,426
2026-01-06 13:30:00,48894.1,48900.6,48887.6,48894.6,337
2026-01-06 13:45:00,48895.6,48897.6,48878.1,48879.1,421
2026-01-06 14:00:00,48878.1,48911.6,48875.6,48905.6,581
2026-01-06 14:15:00,48905.6,48910.6,48896.1,48910.6,414
2026-01-06 14:30:00,48910.6,48930.6,48894.6,48926.6,514
2026-01-06 14:45:00,48927.6,48958.6,48925.1,48954.6,545
2026-01-06 15:00:00,48952.6,48957.6,48921.1,48928.6,752
2026-01-06 15:15:00,48942.1,48951.6,48915.6,48922.6,584
2026-01-06 15:30:00,48923.6,48960.6,48920.6,48942.6,749
2026-01-06 15:45:00,48942.1,48946.6,48901.6,48930.6,1302
2026-01-06 16:00:00,48929.6,48935.6,48913.6,48916.6,1087
2026-01-06 16:15:00,48917.1,48936.1,48897.6,48928.1,1671
2026-01-06 16:30:00,48930.1,49094.9,48885.9,49016.4,6509
2026-01-06 16:45:00,49016.4,49075.4,48979.6,49068.9,6262
2026-01-06 17:00:00,49067.9,49168.9,49056.9,49161.9,5246
2026-01-06 17:15:00,49160.9,49190.4,49111.9,49177.9,4563
2026-01-06 17:30:00,49178.4,49189.9,49074.9,49096.9,4549
