time,open,high,low,close,volume
2024-11-27 03:00:00,1.25725,1.25798,1.25706,1.25744,2427
2024-11-27 04:00:00,1.25743,1.25755,1.25692,1.25742,1920
2024-11-27 05:00:00,1.25744,1.25747,1.25692,1.25715,1495
2024-11-27 06:00:00,1.25715,1.25752,1.25678,1.25723,1186
2024-11-27 07:00:00,1.25722,1.25728,1.25663,1.25676,1349
2024-11-27 08:00:00,1.25676,1.25793,1.25667,1.25738,1999
2024-11-27 09:00:00,1.25736,1.25975,1.25736,1.2592,2561
2024-11-27 10:00:00,1.25915,1.26161,1.25889,1.25988,3793
2024-11-27 11:00:00,1.25986,1.26109,1.25924,1.26038,2734
2024-11-27 12:00:00,1.26038,1.26189,1.25978,1.26139,2430
2024-11-27 13:00:00,1.26138,1.26189,1.25997,1.26099,2062
2024-11-27 14:00:00,1.26099,1.2631,1.26074,1.26275,2367
2024-11-27 15:00:00,1.26278,1.26624,1.26224,1.26622,3435
2024-11-27 16:00:00,1.26628,1.26675,1.26402,1.26512,3580
2024-11-27 17:00:00,1.26504,1.26874,1.26332,1.26769,3936
2024-11-27 18:00:00,1.26768,1.26936,1.26646,1.26755,3283
2024-11-27 19:00:00,1.26755,1.26936,1.26688,1.26745,2739
2024-11-27 20:00:00,1.26744,1.26821,1.26721,1.2676,1823
2024-11-27 21:00:00,1.2676,1.26801,1.2671,1.26725,1690
2024-11-27 22:00:00,1.26725,1.26793,1.26692,1.26785,1743
2024-11-27 23:00:00,1.26784,1.2681,1.26767,1.26772,848
2024-11-28 00:00:00,1.26729,1.2681,1.26668,1.26789,427
2024-11-28 01:00:00,1.2677,1.26824,1.26761,1.26768,798
2024-11-28 02:00:00,1.26769,1.26775,1.26694,1.26703,1439
2024-11-28 03:00:00,1.26698,1.26779,1.26649,1.26725,2324
2024-11-28 04:00:00,1.26728,1.2675,1.26643,1.26694,1823
2024-11-28 05:00:00,1.26694,1.26701,1.2661,1.26626,1341
2024-11-28 06:00:00,1.26633,1.26666,1.26587,1.26665,1257
