time,open,high,low,close,volume
2026-06-24 11:40:00,4082.27,4083.82,4082.03,4083.53,297
2026-06-24 11:41:00,4083.53,4085.14,4081.79,4082.24,391
2026-06-24 11:42:00,4082.36,4082.46,4081.49,4081.94,329
2026-06-24 11:43:00,4081.94,4082.9,4081.62,4082.69,312
2026-06-24 11:44:00,4082.69,4083.83,4082.32,4083.14,342
2026-06-24 11:45:00,4083.11,4083.46,4080.8,4081.06,342
2026-06-24 11:46:00,4081.06,4081.06,4079.42,4079.67,301
2026-06-24 11:47:00,4079.66,4080.51,4077.4,4077.96,390
2026-06-24 11:48:00,4077.96,4079.72,4077.61,4079.52,332
2026-06-24 11:49:00,4079.49,4079.97,4078.71,4078.78,305
2026-06-24 11:50:00,4078.79,4080.43,4078.74,4080.05,335
2026-06-24 11:51:00,4080.05,4080.16,4078.98,4078.98,371
2026-06-24 11:52:00,4078.98,4079.53,4078.38,4079.1,345
2026-06-24 11:53:00,4079.1,4079.37,4078.01,4078.24,296
2026-06-24 11:54:00,4078.24,4078.61,4076.23,4076.84,317
2026-06-24 11:55:00,4076.84,4078.27,4076.63,4076.93,294
2026-06-24 11:56:00,4076.93,4077.37,4076.34,4077.36,320
2026-06-24 11:57:00,4077.36,4077.77,4076.89,4077.34,294
2026-06-24 11:58:00,4077.34,4077.57,4076.47,4076.73,271
2026-06-24 11:59:00,4076.75,4077.59,4075.54,4076.27,306
2026-06-24 12:00:00,4076.27,4078.22,4076.01,4077.75,430
2026-06-24 12:01:00,4077.74,4078.4,4076.98,4077.01,336
2026-06-24 12:02:00,4077.01,4077.53,4074.15,4074.74,430
2026-06-24 12:03:00,4074.74,4076.62,4074.11,4076.0,332
2026-06-24 12:04:00,4076.0,4076.09,4074.29,4074.61,288
2026-06-24 12:05:00,4074.61,4075.35,4073.98,4075.31,317
2026-06-24 12:06:00,4075.31,4075.59,4073.92,4074.01,373
2026-06-24 12:07:00,4074.01,4074.02,4071.92,4072.93,368
2026-06-24 12:08:00,4072.93,4073.64,4072.27,4072.32,304
2026-06-24 12:09:00,4072.32,4072.84,4069.82,4069.82,314
2026-06-24 12:10:00,4069.82,4071.57,4069.82,4070.95,391
2026-06-24 12:11:00,4070.95,4073.59,4070.63,4072.02,389
2026-06-24 12:12:00,4072.02,4075.98,4071.98,4075.94,424
2026-06-24 12:13:00,4075.94,4077.03,4075.81,4076.21,296
2026-06-24 12:14:00,4076.22,4076.86,4075.42,4076.3,260
2026-06-24 12:15:00,4076.3,4077.51,4076.3,4076.39,280
2026-06-24 12:16:00,4076.39,4077.22,4075.39,4077.14,342
2026-06-24 12:17:00,4077.14,4077.6,4076.58,4076.96,306
2026-06-24 12:18:00,4076.96,4078.97,4076.93,4078.27,370
2026-06-24 12:19:00,4078.28,4079.14,4078.0,4078.46,301
2026-06-24 12:20:00,4078.46,4078.63,4075.9,4077.08,258
2026-06-24 12:21:00,4077.08,4077.08,4074.36,4074.43,272
2026-06-24 12:22:00,4074.43,4075.43,4074.43,4074.96,217
2026-06-24 12:23:00,4074.94,4075.39,4074.19,4074.45,268
