time,open,high,low,close,volume
2026-01-06 01:45:00,25388.8,25391.8,25378.9,25383.7,1780
2026-01-06 02:00:00,25383.9,25399.9,25373.7,25374.4,3847
2026-01-06 02:15:00,25374.4,25390.2,25372.7,25389.9,2499
2026-01-06 02:30:00,25390.1,25391.9,25371.3,25376.9,2392
2026-01-06 02:45:00,25376.9,25384.6,25375.9,25381.9,1862
2026-01-06 03:00:00,25382.1,25397.2,25373.7,25389.9,2936
2026-01-06 03:15:00,25389.9,25416.7,25384.6,25411.8,3122
2026-01-06 03:30:00,25411.9,25416.1,25409.3,25410.9,2604
2026-01-06 03:45:00,25410.9,25420.7,25408.7,25415.7,2168
2026-01-06 04:00:00,25415.7,25424.2,25411.7,25411.8,1926
2026-01-06 04:15:00,25412.1,25425.9,25410.7,25422.2,1548
2026-01-06 04:30:00,25422.1,25434.7,25419.2,25431.9,1417
2026-01-06 04:45:00,25431.8,25443.2,25429.8,25441.7,1337
2026-01-06 05:00:00,25441.7,25447.3,25439.1,25445.3,1174
2026-01-06 05:15:00,25443.7,25445.7,25438.9,25440.2,1213
2026-01-06 05:30:00,25440.3,25445.4,25439.2,25444.4,1319
2026-01-06 05:45:00,25444.2,25444.6,25435.1,25438.4,1041
2026-01-06 06:00:00,25438.4,25456.4,25438.4,25454.8,1218
2026-01-06 06:15:00,25454.9,25458.3,25451.7,25458.3,972
2026-01-06 06:30:00,25458.2,25463.1,25450.7,25456.9,1195
2026-01-06 06:45:00,25457.2,25465.8,25454.7,25464.7,1075
2026-01-06 07:00:00,25464.7,25469.2,25458.7,25469.2,1377
2026-01-06 07:15:00,25469.1,25471.1,25464.6,25465.4,1371
2026-01-06 07:30:00,25465.1,25468.9,25460.7,25460.7,1302
2026-01-06 07:45:00,25460.4,25462.3,25456.7,25461.4,1401
2026-01-06 08:00:00,25461.3,25476.3,25460.2,25474.9,1222
2026-01-06 08:15:00,25475.2,25484.9,25473.2,25479.2,1273
2026-01-06 08:30:00,25479.4,25492.2,25479.2,25491.3,1540
2026-01-06 08:45:00,25491.2,25491.6,25482.4,25487.2,909
2026-01-06 09:00:00,25487.2,25487.8,25472.9,25478.8,1168
2026-01-06 09:15:00,25478.8,25478.8,25467.6,25470.7,915
2026-01-06 09:30:00,25470.9,25475.6,25465.4,25466.1,913
2026-01-06 09:45:00,25465.9,25467.3,25460.8,25465.2,1139
2026-01-06 10:00:00,25464.9,25464.9,25404.4,25406.7,3911
2026-01-06 10:15:00,25406.4,25410.7,25365.4,25372.9,4821
2026-01-06 10:30:00,25372.4,25379.6,25345.2,25377.1,4770
2026-01-06 10:45:00,25377.3,25396.2,25372.9,25390.1,3271
2026-01-06 11:00:00,25389.8,25400.9,25375.2,25396.3,4114
2026-01-06 11:15:00,25396.2,25405.4,25379.6,25387.9,3380
2026-01-06 11:30:00,25387.7,25407.3,25382.4,25406.7,2721
2026-01-06 11:45:00,25406.9,25425.4,25397.7,25403.6,3407
